fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.71,0.22,0.49,0.18,0.039,0.08,0.018,0.99344,0.339,0.56,1.24,6
0.56,0.54,0.04,0.17,0.049,0.05,0.013,0.9942,0.372,0.58,1.14,5
0.62,0.65,0.06,0.16,0.05,0.06,0.018,0.99348,0.357,0.54,1.195,5
0.77,0.54,0.26,0.19,0.089,0.23,0.147,0.99636,0.326,0.59,0.97,5
0.64,0.31,0.09,0.14,0.066,0.15,0.028,0.99459,0.342,0.7,1,7
0.7,0.43,0.02,0.19,0.08,0.15,0.028,0.99492,0.335,0.81,1.06,6
0.77,0.54,0.26,0.19,0.089,0.23,0.147,0.99636,0.326,0.59,0.97,5
0.69,0.74,0.03,0.23,0.054,0.07,0.016,0.99508,0.345,0.63,1.15,6
0.66,0.895,0.04,0.23,0.068,0.07,0.013,0.99582,0.353,0.58,1.08,6
0.69,0.74,0.03,0.23,0.054,0.07,0.016,0.99508,0.345,0.63,1.15,6
0.75,0.725,0.04,0.15,0.076,0.08,0.015,0.99508,0.326,0.53,0.96,5
0.78,0.82,0.29,0.43,0.083,0.21,0.064,0.99642,0.316,0.53,0.94,5
0.73,0.585,0.18,0.24,0.078,0.15,0.06,0.99638,0.331,0.54,0.98,5
0.62,0.44,0.39,0.25,0.077,0.06,0.014,0.99555,0.351,0.69,1.1,6
0.75,0.38,0.57,0.23,0.106,0.05,0.012,0.99605,0.336,0.55,1.14,6
0.67,0.76,0.02,0.18,0.078,0.06,0.012,0.996,0.355,0.63,0.995,3
0.68,0.81,0.05,0.2,0.07,0.06,0.014,0.99562,0.351,0.66,1.08,6
0.75,0.38,0.57,0.23,0.106,0.05,0.012,0.99605,0.336,0.55,1.14,6
0.71,0.27,0.6,0.21,0.074,0.17,0.025,0.99814,0.338,0.72,1.06,6
0.79,0.18,0.4,0.18,0.062,0.07,0.02,0.9941,0.328,0.7,1.11,5
0.64,0.36,0.21,0.22,0.047,0.26,0.048,0.99661,0.347,0.77,0.97,6
0.71,0.69,0.04,0.21,0.068,0.19,0.027,0.99712,0.344,0.67,0.98,5
0.64,0.79,0.04,0.22,0.061,0.11,0.017,0.99588,0.353,0.65,1.04,6
0.64,0.56,0.15,0.18,0.078,0.17,0.065,0.99294,0.333,0.6,1.05,6
0.69,0.84,0.21,0.41,0.074,0.16,0.065,0.99842,0.353,0.72,0.923333333,6
0.69,0.84,0.21,0.41,0.074,0.16,0.065,0.99842,0.353,0.72,0.925,6
0.61,0.32,0.25,0.23,0.071,0.23,0.058,0.99633,0.342,0.97,1.06,5
0.65,0.53,0.06,0.2,0.063,0.29,0.044,0.99489,0.338,0.83,1.03,6
0.74,0.47,0.46,0.22,0.114,0.07,0.02,0.99647,0.332,0.63,1.05,5
0.66,0.7,0.08,0.26,0.106,0.14,0.027,0.99665,0.344,0.58,1.02,5
0.65,0.53,0.06,0.2,0.063,0.29,0.044,0.99489,0.338,0.83,1.03,6
0.69,0.48,0.2,0.19,0.082,0.09,0.023,0.99585,0.339,0.43,0.905,4
0.61,0.32,0.25,0.23,0.071,0.23,0.058,0.99633,0.342,0.97,1.06,5
0.68,0.48,0.25,0.2,0.076,0.29,0.061,0.9953,0.334,0.6,1.04,5
0.6,0.42,0.19,0.2,0.075,0.22,0.047,0.99522,0.339,0.78,1,6
0.67,0.48,0.08,0.21,0.064,0.18,0.034,0.99552,0.333,0.64,0.97,5
0.68,0.47,0.08,0.22,0.064,0.18,0.038,0.99553,0.33,0.65,0.96,6
0.71,0.53,0.07,0.17,0.071,0.15,0.024,0.9951,0.329,0.66,1.08,6
0.79,0.29,0.49,0.22,0.096,0.21,0.059,0.99714,0.331,0.67,1.01,6
0.71,0.69,0.08,0.21,0.063,0.42,0.052,0.99608,0.342,0.6,1.02,6
0.66,0.44,0.09,0.22,0.063,0.09,0.018,0.99444,0.342,0.69,1.13,6
0.61,0.705,0.1,0.28,0.081,0.13,0.028,0.99631,0.36,0.66,1.02,5
0.72,0.53,0.13,0.2,0.058,0.18,0.022,0.99573,0.321,0.68,0.99,6
0.8,0.39,0.3,0.19,0.074,0.32,0.084,0.99717,0.339,0.61,0.9,5
0.66,0.56,0.14,0.24,0.064,0.13,0.029,0.99397,0.342,0.62,1.17,7
0.7,0.55,0.13,0.22,0.075,0.15,0.035,0.9959,0.336,0.59,0.97,6
0.61,0.53,0.08,0.19,0.077,0.24,0.045,0.99528,0.36,0.68,1.03,6
0.54,0.58,0.08,0.19,0.059,0.2,0.031,0.99484,0.35,0.64,1.02,6
0.62,0.64,0.09,0.25,0.081,0.15,0.026,0.99538,0.357,0.63,1.2,5
0.72,0.39,0.32,0.18,0.065,0.34,0.06,0.99714,0.346,0.78,0.99,5
0.62,0.52,0.08,0.44,0.071,0.11,0.032,0.99646,0.356,0.63,1.16,6
0.74,0.25,0.29,0.22,0.054,0.19,0.049,0.99666,0.34,0.76,1.09,7
0.67,0.855,0.02,0.19,0.064,0.29,0.038,0.99472,0.33,0.56,1.075,6
1.11,0.44,0.42,0.22,0.064,0.14,0.019,0.99758,0.325,0.57,1.04,6
0.84,0.37,0.43,0.23,0.063,0.12,0.019,0.9955,0.317,0.81,1.12,7
0.65,0.63,0.33,0.18,0.059,0.16,0.028,0.99531,0.336,0.64,1.01,6
0.7,0.57,0.02,0.2,0.072,0.17,0.026,0.99575,0.336,0.61,1.02,5
0.63,0.6,0.1,0.16,0.048,0.12,0.026,0.99306,0.355,0.51,1.21,5
1.12,0.4,0.5,0.2,0.099,0.19,0.05,0.99783,0.31,0.58,1.04,5
0.74,0.36,0.3,0.18,0.074,0.17,0.024,0.99419,0.324,0.7,1.14,8
0.71,0.68,0,0.23,0.087,0.17,0.026,0.99783,0.345,0.53,0.95,5
0.71,0.67,0,0.23,0.083,0.18,0.027,0.99768,0.344,0.54,0.94,5
0.63,0.68,0.01,0.37,0.103,0.32,0.054,0.99586,0.351,0.66,1.13,6
0.73,0.735,0,0.22,0.08,0.18,0.028,0.99765,0.341,0.6,0.94,5
0.66,0.855,0.02,0.24,0.062,0.15,0.023,0.99627,0.354,0.6,1.1,6
0.7,0.56,0.17,0.17,0.065,0.15,0.024,0.99514,0.344,0.68,1.055,7
0.66,0.88,0.04,0.22,0.066,0.12,0.02,0.99636,0.353,0.56,0.99,5
0.66,0.855,0.02,0.24,0.062,0.15,0.023,0.99627,0.354,0.6,1.1,6
0.69,0.63,0.33,0.67,0.235,0.66,0.115,0.99787,0.322,0.56,0.95,5
0.78,0.6,0.26,0.2,0.08,0.31,0.131,0.99622,0.321,0.52,0.99,5
0.78,0.6,0.26,0.2,0.08,0.31,0.131,0.99622,0.321,0.52,0.99,5
0.78,0.6,0.26,0.2,0.08,0.31,0.131,0.99622,0.321,0.52,0.99,5
0.72,0.695,0.13,0.2,0.076,0.12,0.02,0.99546,0.329,0.54,1.01,5
0.72,0.695,0.13,0.2,0.076,0.12,0.02,0.99546,0.329,0.54,1.01,5
0.72,0.695,0.13,0.2,0.076,0.12,0.02,0.99546,0.329,0.54,1.01,5
0.67,0.67,0.02,0.19,0.061,0.26,0.042,0.99489,0.339,0.82,1.09,6
0.67,0.16,0.64,0.21,0.059,0.24,0.052,0.99494,0.334,0.71,1.12,6
0.72,0.695,0.13,0.2,0.076,0.12,0.02,0.99546,0.329,0.54,1.01,5
0.7,0.56,0.13,0.16,0.077,0.25,0.042,0.99629,0.334,0.59,0.92,5
0.62,0.51,0.14,0.19,0.056,0.15,0.034,0.99396,0.348,0.57,1.15,6
0.64,0.36,0.53,0.22,0.23,0.19,0.035,0.9934,0.337,0.93,1.24,6
0.64,0.38,0.14,0.22,0.038,0.15,0.025,0.99514,0.344,0.65,1.11,6
0.73,0.69,0.32,0.22,0.069,0.35,0.104,0.99632,0.333,0.51,0.95,5
0.6,0.58,0.2,0.24,0.075,0.15,0.05,0.99467,0.358,0.67,1.25,6
0.56,0.31,0.78,1.39,0.074,0.23,0.092,0.99677,0.339,0.48,1.05,6
0.75,0.52,0.4,0.22,0.06,0.12,0.02,0.99474,0.326,0.64,1.18,6
0.8,0.3,0.63,0.16,0.081,0.16,0.029,0.99588,0.33,0.78,1.08,6
0.62,0.7,0.15,0.51,0.076,0.13,0.027,0.99622,0.354,0.6,1.19,6
0.68,0.67,0.15,0.18,0.118,0.13,0.02,0.9954,0.342,0.67,1.13,6
0.62,0.56,0.09,0.17,0.053,0.24,0.032,0.99402,0.354,0.6,1.13,5
0.74,0.35,0.33,0.24,0.068,0.09,0.026,0.9947,0.336,0.6,1.19,6
0.62,0.56,0.09,0.17,0.053,0.24,0.032,0.99402,0.354,0.6,1.13,5
0.61,0.715,0.1,0.26,0.053,0.13,0.027,0.99362,0.357,0.5,1.19,5
0.62,0.46,0.29,0.21,0.074,0.32,0.098,0.99578,0.333,0.62,0.98,5
0.67,0.32,0.44,0.24,0.061,0.24,0.034,0.99484,0.329,0.8,1.16,7
0.72,0.39,0.44,0.26,0.066,0.22,0.048,0.99494,0.33,0.84,1.15,6
0.75,0.31,0.41,0.24,0.065,0.34,0.06,0.99492,0.334,0.85,1.14,6
0.58,0.61,0.11,0.18,0.066,0.18,0.028,0.99483,0.355,0.66,1.09,6
0.72,0.66,0.33,0.25,0.068,0.34,0.102,0.99414,0.327,0.78,1.28,6
0.66,0.725,0.2,0.78,0.073,0.29,0.079,0.9977,0.329,0.54,0.92,5
0.63,0.55,0.15,0.18,0.077,0.26,0.035,0.99314,0.332,0.82,1.16,6
0.54,0.74,0.09,0.17,0.089,0.16,0.026,0.99402,0.367,0.56,1.16,6
0.63,0.51,0.13,0.23,0.076,0.29,0.04,0.99574,0.342,0.75,1.1,6
0.68,0.62,0.08,0.19,0.068,0.28,0.038,0.99651,0.342,0.82,0.95,6
0.62,0.6,0.08,0.2,0.09,0.32,0.044,0.9949,0.345,0.58,1.05,5
0.59,0.55,0.1,0.22,0.062,0.39,0.051,0.99512,0.352,0.76,1.12,6
0.63,0.51,0.13,0.23,0.076,0.29,0.04,0.99574,0.342,0.75,1.1,6
0.59,0.645,0.12,0.2,0.075,0.32,0.044,0.99547,0.357,0.71,1.02,5
0.6,0.31,0.47,0.36,0.067,0.18,0.042,0.99549,0.339,0.66,1.1,6
